,dealer_name,tel,fax,mail,web,types,address,province,postcode
898,บริษัท ฐาปนา รวมช่าง จำกัด,28340612,28340612,-,-,,40/1323 หมู่ที่ 4 ตำบลคลองสาม  อ.คลองหลวง  จ.ปทุมธานี    12120 ,ปทุมธานี,12120
899,บริษัท โกลเด็นเพนท์ จำกัด,25387118,25385717,-,-,,40/19 หมู่ที่ 4 แขวงลาดพร้าว  เขตลาดพร้าว  จ.กรุงเทพมหานคร    10230 ,กรุงเทพมหานคร,10230
900,บริษัท คอสมิค วอเตอร์ (ประเทศไทย) จำกัด,0-27517893-4,0-27517885,-,-,,40/206 หมู่ที่ 10 ถนนบางนา-ตราด ตำบลบางแก้ว อ.บางพลี  จ.สมุทรปราการ    10540 ,สมุทรปราการ,10540
901,บริษัท สร้างดี ดีเวลลอปเมนท์ จำกัด,24511793,-,-,-,,40/805 ซอยเอกชัย 76 ถนนเอกชัย แขวงบางบอน เขตบางบอน  จ.กรุงเทพมหานคร    10150 ,กรุงเทพมหานคร,10150
902,บจก. สีสันร่มเกล้า,02-915-1115,-,-,-,,400 ถนนร่มเกล้า แขวงมีนบุรี  เขตมีนบุรี  จ.กรุงเทพมหานคร    10510 ,กรุงเทพมหานคร,10510
903,หจก. เพชรมิตรสาลีก่อสร้าง,056-791566,056-791566,-,-,,400 หมู่ที่ 2 ตำบลท่าโรง  อ.วิเชียรบุรี  จ.เพชรบูรณ์    67130 ,เพชรบูรณ์,67130
904,บริษัท ไทย เยอรมัน โปรเซสซิ่ง จำกัด,0-22952128-9,0-22952130,-,-,,"408,410 ซอยโชคชัยจงจำเริญ ถนนพระราม 3 แขวงบางโพงพาง เขตยานนาวา  จ.กรุงเทพมหานคร    10120 ",กรุงเทพมหานคร,10120
905,โชคอนันต์ วัสดุ,043-470-022/4...,-,-,-,,41 หมู่ที่ 14 ถนนบ้านหัวทุ่ง ตำบลบ้านเป็ด อ.เมืองขอนแก่น  จ.ขอนแก่น    40000 ,ขอนแก่น,40000
906,บริษัท บ้านสมบูรณ์สุข จำกัด,02-443-6615-6,02-443-6616,-,-,,41/6 หมู่ที่ 10  ตำบลบางม่วง อ.บางใหญ่  จ.นนทบุรี    11140 ,นนทบุรี,11140
907,บริษัท ไทยฮอนด้าแมนูแฟคเจอริ่ง จำกัด,326-0641-9/ 3...,326-0640,-,-,,410 นิคมอุตสาหกรรมลาดกระบัง ถนนฉลองกรุง  เขตลาดกระบัง  จ.กรุงเทพมหานคร    10520 ,กรุงเทพมหานคร,10520
908,บจก. ซีอาร์ซี ไทวัสดุ (สาขาชลบุรี),-,-,-,-,,413/81 หมู่ที่ 5 ตำบลบ้านสวน  อ.เมืองชลบุรี  จ.ชลบุรี    20000 ,ชลบุรี,20000
909,หจก. ที.ดับเบิ้ลยู.เค.คอนสตรัคชั่น,042-331-535,-,-,-,,419-421 หมู่ที่ 9 ถนนศุภอรรถวินิจ ตำบลกุมภวาปี อ.กุมภวาปี  จ.อุดรธานี    41110 ,อุดรธานี,41110
910,บริษัท ณัชชวกร จำกัด,25999433,25999434,-,-,,42/104 หมู่ที่ 5 ตำบลลาดสวาย  อ.ลำลูกกา  จ.ปทุมธานี    12150 ,ปทุมธานี,12150
911,บริษัท โกลด์ เกียร์ เพาเวอ ไชนซิสเต็มส์ จำกัด,02-5691998,02-5691889,-,-,,42/348 ซอยนิมิตใหม่ 6/1 แขวงมีนบุรี  เขตมีนบุรี  จ.กรุงเทพมหานคร    10510 ,กรุงเทพมหานคร,10510
912,"คุณวิทยาภรณ์, คุณสุธิดาปุณวัฒนวิทย์",0-27121234,0-27123122,-,-,,422 ซอยสุขุมวิท 42 แขวงพระโขนง  เขตคลองเตย  จ.กรุงเทพมหานคร    10110 ,กรุงเทพมหานคร,10110
913,บริษัท พี.วี.วี.ดีเวลลอปเมนท์ จำกัด,0-23813885-7,0-271212347,-,-,,422 ซอยสุขุมวิท 42 ถนนสุขุมวิท แขวงพระโขนง เขตคลองเตย  จ.กรุงเทพมหานคร    10110 ,กรุงเทพมหานคร,10110
914,บริษัท กรีนการ์เด้นโฮม จำกัด,23813885,27123123,-,-,,422 ซอยสุขุมวิท 42 ถนนสุขุมวิท แขวงพระโขนง  เขตคลองเตย  จ.กรุงเทพมหานคร    10110 ,กรุงเทพมหานคร,10110
915,คุณปัญญาณ์-คุณสุธิดา,02-3813885,-,-,-,,422 ถนนสุขุมวิท 42   .  จ.กรุงเทพมหานคร    10110 ,กรุงเทพมหานคร,10110
916,บริษัท โชคเพิ่มพูนพัฒนา จำกัด,815-8624-601-...,-,-,-,,422 หมู่ที่ 10 ตำบลในคลองบางปลากด   อ.พระสมุทรเจดีย์  จ.สมุทรปราการ    10130 ,สมุทรปราการ,10130
917,บริษัท พีพีจี โคทติ้งส์ (ประเทศไทย) จำกัด,-,-,-,-,,423 หมู่ที่ 17 ถนนบางนาตราด กม.23 ตำบลบางเสาธง  อ.บางเสาธง  จ.สมุทรปราการ    10540 ,สมุทรปราการ,10540
918,หจก. ปักธงชัย มาลี โฮม,044-283919,044-283919,-,-,,427/2 หมู่ที่ 12 ตำบลเมืองปัก  อ.ปักธงชัย  จ.นครราชสีมา    30150 ,นครราชสีมา,30150
919,บจก. ซีอาร์ซี ไทวัสดุ (สาขาสุราษฎร์ธานี),-,-,-,-,,43 หมู่ที่ 1 ตำบลท่าทองใหม่  อ.กาญจนดิษฐ์  จ.สุราษฎร์ธานี    84290 ,สุราษฎร์ธานี,84290
920,บริษัท คอนเวเยอร์ เทคโนโลยี จำกัด,0-29844873-5,0-29844876,-,-,,43/123 หมู่ที่ 8 ถนนประชาชื่น ตำบลบางตลาด อ.ปากเกร็ด  จ.นนทบุรี    11120 ,นนทบุรี,11120
921,หจก. ท่าพระฮาร์ดแวร์,4721104-5,-,-,-,,43/49-51 ถนนเพชรเกษม ตำบลวัดท่าพระ   เขตบางกอกใหญ่  จ.กรุงเทพมหานคร    10600 ,กรุงเทพมหานคร,10600
922,หจก. เจริญสุขหัวหินค้าสี,032-822139,-,-,-,,43/73-74 ซอยหมู่บ้านเขาน้อย ถนนหัวหิน-หนองพลับ ตำบลหัวหิน อ.หัวหิน  จ.ประจวบคีรีขันธ์    77110 ,ประจวบคีรีขันธ์,77110
923,คุงเจริญวัสดุก่อสร้าง,037-314-922,037-314-922,-,-,,4-316/8 ถนนชลประสิทธิ์ ตำบลนครนายก อ.เมืองนครนายก  จ.นครนายก    26000 ,นครนายก,26000
924,บมจ. โฮมโปรดักส์ เซ็นเตอร์ -สาขาปราจีนบุรี,037-482222,037-482298,-,-,,44/1 หมู่ที่ 4 ตำบลบางบริบูรณ์  อ.เมืองปราจีนบุรี  จ.ปราจีนบุรี    25000 ,ปราจีนบุรี,25000
925,บจก. ซีอาร์ซี ไทวัสดุ (สาขาร้อยเอ็ด),-,-,-,-,,444 หมู่ที่ 7 ตำบลดงลาน  อ.เมืองร้อยเอ็ด  จ.ร้อยเอ็ด    45000 ,ร้อยเอ็ด,45000
926,ธีระการช่าง,815988174,74426327,-,-,,444/8 หมู่ที่ 4 ตำบลคลองแห  อ.หาดใหญ่  จ.สงขลา    90110 ,สงขลา,90110
927,บริษัท สัจวรรณ จำกัด,02-9180508-9,-,-,-,,45 ซอยรามอินทรา 64 ถนนรามอินทรา แขวงคันนายาว เขตคันนายาว  จ.กรุงเทพมหานคร    10230 ,กรุงเทพมหานคร,10230
928,โชติสิริ,081-919-8919,-,-,-,,45 หมู่ที่ 3 ถนนสายเอเชีย ตำบลบางมัญ อ.เมืองสิงห์บุรี  จ.สิงห์บุรี    16000 ,สิงห์บุรี,16000
929,บริษัท ซีเอ็นที โฮลดิ้งส์ จำกัด,23980158,27491978,-,-,,451 ถนนลาซาล (สุขุมวิท 105) แขวงบางนา เขตบางนา  จ.กรุงเทพมหานคร    10260 ,กรุงเทพมหานคร,10260
930,บริษัท คริสเตียนีและนีสเส็น (ไทย) จำกัด (มหาชน),23980158,23989860,-,-,,451 ถนนลาซาล (สุขุมวิท 105) แขวงบางนา  เขตบางนา  จ.กรุงเทพมหานคร    10260 ,กรุงเทพมหานคร,10260
931,บริษัท กิจเจริญวัฒนาโลหะภัณฑ์ จำกัด,3961930/74907...,(02) 393-8046  744-4584,-,-,,454-462 ถนนบางนา-ตราด แขวงบางนา  เขตบางนา  จ.กรุงเทพมหานคร    10260 ,กรุงเทพมหานคร,10260
932,ร้าน เทพโลหะกิจ,( 056 ) 621-056,-,-,-,,45-47 ถนนราษฎร์เกษม   อ.ตะพานหิน  จ.พิจิตร    66110 ,พิจิตร,66110
933,ร้าน กรุงไทย,(073) 349376,-,-,-,,45-49 ถนนฤาดี   อ.เมืองปัตตานี  จ.ปัตตานี    94000 ,ปัตตานี,94000
934,บริษัท ฟูแสงรัตน์ จำกัด,023617716-7,023617716-7,-,-,,46 ซอยลาซาล 32 แขวงบางนา  เขตบางนา  จ.กรุงเทพมหานคร    10260 ,กรุงเทพมหานคร,10260
935,บจก. ซีอาร์ซี ไทวัสดุ (สาขาภูเก็ต),-,-,-,-,,46/13 หมู่ที่ 5 ตำบลศรีสุนทร  อ.ถลาง  จ.ภูเก็ต    83110 ,ภูเก็ต,83110
936,บริษัท แดนทอง ไมนิ่ง จำกัด,0-2750-3399,0-2750-3399-1,-,-,,46/5 หมู่ที่ 17 ถนนบางนา-ตราด ตำบลบางพลีใหญ่ อ.บางพลี  จ.สมุทรปราการ    10540 ,สมุทรปราการ,10540
937,SYP (2008),02-706-5718,02-706-5719,-,-,,46/7 หมู่ที่ 9 ถนนเทพารักษ์ ตำบลบางปลา อ.บางพลี  จ.สมุทรปราการ    10540 ,สมุทรปราการ,10540
938,บริษัท เค.เอส.พาร์ท แอนด์ทูลลิ่ง เอ็นจิเนียริ่ง จำกัด,0-23954812,0-23954814,-,-,,"460,461 หมู่ที่ 7 ถนนแพรกษา ตำบลแพรกษา อ.เมืองสมุทรปราการ  จ.สมุทรปราการ    10280 ",สมุทรปราการ,10280
939,บจก. มามาโฮมมาร์ท,055-534205,055-534603,-,-,,463 หมู่ที่ 1 ตำบลแม่ปะ  อ.แม่สอด  จ.ตาก    63110 ,ตาก,63110
940,หจก. ยรรยงวัฒนา สุพรรณบุรี,086-613-3402,-,-,-,,47/1 หมู่ที่ 4 ตำบลรั้วใหญ่  อ.เมืองสุพรรณบุรี  จ.สุพรรณบุรี    72000 ,สุพรรณบุรี,72000
941,หจก. เพ้นท์เมคเกอร์ 2001,086-3111226,0-29933278-H 14,-,-,,47/861 ซอยนิมิตใหม่ 40 ถนนนิมิตใหม่ แขวงสามวาตะวันออก เขตคลองสามวา  จ.กรุงเทพมหานคร    10510 ,กรุงเทพมหานคร,10510
942,นิรันดร์การกระจก,043-571416,043-572163,-,-,,"475,478,479 หมู่ที่ 3 ตำบลแวง  อ.โพนทอง  จ.ร้อยเอ็ด    45110 ",ร้อยเอ็ด,45110
943,สามารถวัสดุ,054-593-136,-,-,-,,476/1 หมู่ที่ 6 ตำบลบ้านหนุน  อ.สอง  จ.แพร่    54120 ,แพร่,54120
944,ไทยมิตรเพ้นท์,074-393-393,074-393-393,-,-,,477/25 หมู่ที่ 4 ถนนราษฎร์บำรุง ตำบลระโนด อ.ระโนด  จ.สงขลา    90140 ,สงขลา,90140
945,บริษัท สีรุ้งซัพพลาย จำกัด,02-903-5562,-,-,-,,"48/1,/2,/3 หมู่ที่ 4 หมู่บ้านขวัญเจริญแลนด์ ถนนบางกรวย-ไทรน้อย ต.บางกร่าง  อ.เมืองนนทบุรี  จ.นนทบุรี    11000 ",นนทบุรี,11000
946,เฉลิมวิเชียรการค้า,02-425-1138-9,-,-,-,,48/38 หมู่ที่ 5 ซอยวัดใหญ่ ถนนสุขสวัสดิ์ ตำบลในคลองบางปลากด อ.พระสมุทรเจดีย์  จ.สมุทรปราการ    10290 ,สมุทรปราการ,10290
947,หจก. ศรีชาวัสดุก่อสร้าง,054-222-124,-,-,-,,48-50 ถนนจามเทวี ตำบลเวียงเหนือ อ.เมืองลำปาง  จ.ลำปาง    52000 ,ลำปาง,52000
948,บจก. ป.ศิริวงศ์ วัสดุภัณฑ์,02-972-5334,02-521-0258,-,-,,487489 ถนนพหลโยธิน แขวงอนุสาวรีย์ เขตบางเขน  จ.กรุงเทพมหานคร    10220 ,กรุงเทพมหานคร,10220
949,บริษัท ดี.ซี.เฟอร์นิเจอร์อินเตอร์เนชั่นแนล จำกัด,0-27576900-3,0-27576904,-,-,,488/43 หมู่ที่ 1 ถนนปู่เจ้าสมิงพราย ตำบลสำโรงใต้  อ.พระประแดง  จ.สมุทรปราการ    10130 ,สมุทรปราการ,10130
950,บริษัท บวิค-ไทย จำกัด,02-9602300,-,-,-,,489 ถนนบอนด์สตรีท ตำบลบางพูด อ.ปากเกร็ด  จ.นนทบุรี    11120 ,นนทบุรี,11120
951,บริษัท พราวเวส จำกัด,24629665,24629665,-,-,,49 ซอยบรมราชชนนี 72 ถนนบรมราชชนนี แขวงศาลาธรรมสพน์ เขตทวีวัฒนา  จ.กรุงเทพมหานคร    10170 ,กรุงเทพมหานคร,10170
952,บริษัท ออโต้อัลลายแอนซ์ (ประเทศไทย) จำกัด,038-954111,(038) 954153,-,-,,49 หมู่ที่ 4 นิคมอุตสาหกรรมอีสเทิร์นซีบอร์ด ตำบลปลวกแดง อ.ปลวกแดง  จ.ระยอง    21140 ,ระยอง,21140
953,บริษัท เมกา โฮม เซ็นเตอร์ จำกัด,-,-,-,-,,49 หมู่ที่ 5 ตำบลคลองหนึ่ง  อ.คลองหลวง  จ.ปทุมธานี    12120 ,ปทุมธานี,12120
954,บริษัท ฮอนด้า ออโตโมบิล (ประเทศไทย) จำกัด,035-330999/03...,035-330974-5,-,-,,49 หมู่ที่ 9 ตำบลธนู   อ.อุทัย  จ.พระนครศรีอยุธยา    13210 ,พระนครศรีอยุธยา,13210
955,บริษัท แฮพส์เบอร์ก จำกัด,037-383170-5,037-383168,-,-,,49 หมู่ที่ 9 ตำบลป่าขะ  อ.บ้านนา  จ.นครนายก    26110 ,นครนายก,26110
956,พรนิภา ค้าวัสดุ,053-263-321,-,-,-,,49/1 หมู่ที่ 9 ตำบลน้ำแพร่  อ.หางดง  จ.เชียงใหม่    50230 ,เชียงใหม่,50230
957,บริษัท บุญส่งโลหะกิจ จำกัด,02-905-6539,02-905-6538,-,-,,49/1-3 หมู่ที่ 9 ตำบลลำลูกกา  อ.ลำลูกกา  จ.ปทุมธานี    12150 ,ปทุมธานี,12150
958,หจก. พรรัก แมชชีนเนอรี่,0-2584-1393,0-29621763,-,-,,49/135 หมู่ที่ 2 ซอยต้นแทน ถนนแจ้งวัฒนะ ตำบลบางตลาด อ.ปากเกร็ด  จ.นนทบุรี    11120 ,นนทบุรี,11120
959,บริษัท เอส เอ็น ซี ฟอร์เมอร์ จำกัด (มหาชน) สาขา 4,038-493400-19,-,-,-,,49/40 หมู่ที่ 5  ตำบลทุ่งสุขลา อ.ศรีราชา  จ.ชลบุรี    20230 ,ชลบุรี,20230
960,ร้าน ณัฐพลเคหะภัณฑ์,374-6086/ 731...,02-7319335,-,-,,49/674 ถนนเสรีไทย แขวงคลองกุ่ม  เขตบึงกุ่ม  จ.กรุงเทพมหานคร    10240 ,กรุงเทพมหานคร,10240
961,บริษัท แอนตี้ไฟร์ เอ็นจิเนียริ่ง จำกัด,02-443-7300*101,02-443-7318,-,-,,49/7 หมู่ที่ 9 ตำบลบางม่วง  อ.บางใหญ่  จ.นนทบุรี    11140 ,นนทบุรี,11140
962,บริษัท เบส เวย์ คอน จำกัด,27556181,23801588,-,-,,49/70 หมู่ที่ 6 ซอยบางเมือง ถนนเทพารักษ์ ตำบลบางเมืองใหม่ อ.เมืองสมุทรปราการ  จ.สมุทรปราการ    10270 ,สมุทรปราการ,10270
963,บมจ. สยามโกลบอลเฮ้าส์ สาขานครราชสีมา,-,-,-,-,,493 หมู่ที่ 2 ตำบลบ้านเกาะ  อ.เมืองนครราชสีมา  จ.นครราชสีมา    30000 ,นครราชสีมา,30000
964,บริษัท เอ็ม.เค.เอส. เอ็นจิเนียริ่ง จำกัด,022940202 3,26821722,-,-,,494/2 ซอยตลาดธรทิพย์ ถนนสาธุประดิษฐ์  เขตบางโพงพาง  จ.กรุงเทพมหานคร    10120 ,กรุงเทพมหานคร,10120
965,บริษัท โจก้า ริช จำกัด,-,-,-,-,,5/1 หมู่ที่ 19 ตำบลบางหญ้าแพรก  อ.พระประแดง  จ.สมุทรปราการ    10130 ,สมุทรปราการ,10130
966,บริษัท สวอน สยาม คอร์ปอเรชั่น จำกัด,038-516670-2,038-516669,-,-,,5/1 หมู่ที่ 7 ตำบลบางพระ  อ.เมืองฉะเชิงเทรา  จ.ฉะเชิงเทรา    24000 ,ฉะเชิงเทรา,24000
967,บริษัท พัชรี คอนสตรัคชั่น แอนด์ เอ็นจิเนียริ่ง จำกัด,-,-,-,-,,5/11 ซอยรามอินทรา 5 แยก 13 แขวงอนุสาวรีย์ เขตบางเขน   จ.กรุงเทพมหานคร    10220 ,กรุงเทพมหานคร,10220
968,บริษัท ศุภสิน พรอพเพอร์ตี้ จำกัด,863007331,02-980-1953,-,-,,5/1496 ถนนสามัคคี ตำบลบางตลาด  อ.ปากเกร็ด  จ.นนทบุรี    11120 ,นนทบุรี,11120
969,บริษัท ส.พัฒนาการหล่อ จำกัด,02-4201764,02-8106252,-,-,,5/29 หมู่ที่ 2 ซอยเพชรเกษม 116 ถนนเพชรเกษม แขวงหนองค้างพลู เขตหนองแขม  จ.กรุงเทพมหานคร    10160 ,กรุงเทพมหานคร,10160
970,บริษัท กรุ๊ปวัน พัฒนา จำกัด,02-9540565,02-9541831,-,-,,5/33 หมู่ที่ 6 ถนนงามวงศ์วาน แขวงทุ่งสองห้อง เขตหลักสี่   จ.กรุงเทพมหานคร    10210 ,กรุงเทพมหานคร,10210
971,เอกพงษ์เพ้นต์,076 214 - 805,076 244-273,-,-,,5/44 หมู่ที่ 2 ถนนเจ้าฟ้า  ตำบลวิชิต   อ.เมืองภูเก็ต  จ.ภูเก็ต    83000 ,ภูเก็ต,83000
972,บจก. ซีอาร์ซี ไทวัสดุ (สาขามหาชัย),-,-,-,-,,5/5 หมู่ที่ 3 ตำบลนาดี  อ.เมืองสมุทรสาคร  จ.สมุทรสาคร    74000 ,สมุทรสาคร,74000
973,บริษัท วี.เอส.พี คอนสตรักชั่น จำกัด,-,-,-,-,,5/60 ซอยอุดมทรัพย์ ถนนบรมราชชนนี แขวงอรุณอมรินทร์ เขตบางกอกน้อย  จ.กรุงเทพมหานคร    10700 ,กรุงเทพมหานคร,10700
974,บจก. ไทยเพชร ฮาร์ดแวร์ ( ประเทศไทย ),02-8116954-6,02-8114768,-,-,,5/9 หมู่ที่ 2 ถนนเพชรเกษม ตำบลอ้อมใหญ่  อ.สามพราน  จ.นครปฐม    73160 ,นครปฐม,73160
975,บริษัท เอเชี่ยน พาร์ทส์ แมนูแฟคเจอริ่ง จำกัด,035-746550-9,035-746550-1,-,-,,50 หมู่ที่ 4  ตำบลบ้านช้าง อ.อุทัย  จ.พระนครศรีอยุธยา    13210 ,พระนครศรีอยุธยา,13210
976,ฤทธิพงศ์ค้าวัสดุ,089-9339180,-,-,-,,50 หมู่ที่ 4 ตำบลยายแย้มวัฒนา  อ.เฉลิมพระเกียรติ  จ.บุรีรัมย์    31170 ,บุรีรัมย์,31170
977,บริษัท ชาญนครวิศวกรรม  จำกัด,02-5894188,02-5168746,-,-,,50/1 หมู่ที่ 20 ซอยงามวงศ์วาน 57 ถนนงามวงศ์วาน แขวงลาดยาว  เขตจตุจักร  จ.กรุงเทพมหานคร    10900 ,กรุงเทพมหานคร,10900
978,หจก. สยามบางบอน,8992888,8993888,-,-,,50/30 หมู่ที่ 9 ถนนสุขาภิบาล 1 แขวงบางบอน  เขตบางบอน  จ.กรุงเทพมหานคร    10150 ,กรุงเทพมหานคร,10150
979,บริษัท โชคแน่นหนา (ประเทศไทย) จำกัด,0-28119358,0-28119352,-,-,,50/37 หมู่ที่ 13 ถนนพุทธมณฑลสาย 5 ตำบลไร่ขิง อ.สามพราน  จ.นครปฐม    73210 ,นครปฐม,73210
980,บริษัท ช.วิชัยมั่นคง ก่อสร้าง,29908244,25695308,-,-,,50/952 หมู่ที่ 2 ตำบลบึงยี่โถ อ.ธัญบุรี  จ.ปทุมธานี    12130 ,ปทุมธานี,12130
981,บริษัท โตโย ฟิลลิ่ง อินเตอร์เนชั่นแนล จำกัด,037-650290-9,037-650234,-,-,,500/45 หมู่ที่ 3 นิคมอุตสาหกรรมเหมราชอีสเทิร์นซีบอร์ด ตำบลตาสิทธิ์ อ.ปลวกแดง  จ.ระยอง    21140 ,ระยอง,21140
982,บริษัท บิลท์ แลนด์ จำกัด,029601380-91,29601393,-,-,,503 ชั้นที่ 5 ถนนบอนด์สตรีท ตำบลบางพูด อ.ปากเกร็ด  จ.นนทบุรี    11120 ,นนทบุรี,11120
983,บริษัท พรีบิลด์ จำกัด (มหาชน),029601380-9,29601393,-,-,,503 ถนนบอนด์สตรีท ตำบลบางพูด  อ.ปากเกร็ด  จ.นนทบุรี    11120 ,นนทบุรี,11120
984,บริษัท สกุลเลิศ จำกัด,34474456,34474111,-,-,,505 ซอย จรัญสนิทวงศ์ 67 แขวงบางพลัด  เขตบางพลัด  จ.กรุงเทพมหานคร    10700 ,กรุงเทพมหานคร,10700
985,หจก. ศ. มณีรุ่งสงขลา,074-322598,074-314114,-,-,,507 ถนนไทรบุรี ตำบลบ่อยาง  อ.เมืองสงขลา  จ.สงขลา    90000 ,สงขลา,90000
986,หจก. ลานหินวัสดุแลนด์,055-642241,055-642141,-,-,,51 หมู่ที่ 3 ตำบลย่านยาว  อ.สวรรคโลก  จ.สุโขทัย    64110 ,สุโขทัย,64110
987,บริษัท อเล็กซอน จำกัด,038-847-057-6...,(038) 593509,-,-,,51/3 หมู่ที่ 1 ถนนสุวินทวงศ์ ตำบลคลองนครเนื่องเขต  อ.เมืองฉะเชิงเทรา  จ.ฉะเชิงเทรา    24000 ,ฉะเชิงเทรา,24000
988,บริษัท สยามโอคามูระสตีล จำกัด,394-4247/4631,3840076,-,-,,51/5 หมู่ที่ 2 ถนนปู่เจ้าสมิงพราย ตำบลบางหญ้าแพรก  อ.พระประแดง  จ.สมุทรปราการ    10130 ,สมุทรปราการ,10130
989,บริษัท เอสเอ็มดีซี จำกัด,02-9446634-6,02-9446637,-,-,,51/99 หมู่ที่ 12 แขวงคลองกุ่ม   เขตบึงกุ่ม  จ.กรุงเทพมหานคร    10230 ,กรุงเทพมหานคร,10230
990,บมจ. สยามโกลบอลเฮ้าส์ สาขาลำปาง,-,-,-,-,,518 หมู่ที่ 11 ตำบลปงแสนทอง  อ.เมืองลำปาง  จ.ลำปาง    52000 ,ลำปาง,52000
991,บริษัท วิว ลายน์ จำกัด,02-4165226,02-4163684,-,-,,52 ซอยเทียนทะเล 16 ถนนบางขุนเทียน-ชายทะเล แขวงแสมดำ เขตบางขุนเทียน  จ.กรุงเทพมหานคร    10150 ,กรุงเทพมหานคร,10150
992,บริษัท เค โลจิสติกส์ แอนด์ คอนซัลแตนท์ จำกัด,0-28884681-4,0-28884680,-,-,,"52,52/1-3 หมู่ที่ 8 ตำบลกระทึก  อ.สามพราน  จ.นครปฐม    73210 ",นครปฐม,73210
993,หจก. เจ.เค. สตรัคเจอรัล สตีล,081-4571724,035-258348,-,-,,52/081 หมู่ที่ 7 ตำบลหลักหก  อ.เมืองปทุมธานี  จ.ปทุมธานี    12000 ,ปทุมธานี,12000
994,หจก. เทคโนบิวเดอร์ (2001),044-928544,044-928544,-,-,,523/25 หมู่ที่ 3 ถนนมิตรภาพ-หนองคาย ตำบลจอหอ  อ.เมืองนครราชสีมา  จ.นครราชสีมา    30310 ,นครราชสีมา,30310
995,หจก. เรือนทอง อพาร์ทเม้นท์,25121464,-,-,-,,529/11 (ชั้นลอย) ซอยพิบูลอุปถัมภ์ ถนนลาดพร้าว แขวงสามเสนนอก เขตห้วยขวาง  จ.กรุงเทพมหานคร    10310 ,กรุงเทพมหานคร,10310
996,หจก. พี โอ ดี มาร์ช,053-000078,053-600078,-,-,,53/26 หมู่ที่ 22 ตำบลรอบเวียง  อ.เมืองเชียงราย  จ.เชียงราย    57000 ,เชียงราย,57000
997,บริษัท วิวเท็กซ์ จำกัด,0-23820304,0-23914347,-,-,,530-532 ซอยแสนสบาย ถนนพระราม 4 แขวงพระโขนง เขตคลองเตย  จ.กรุงเทพมหานคร    10110 ,กรุงเทพมหานคร,10110
998,หจก. บุญเลิศฮาร์ดแวร์,211-4599/ 211...,211-6660,-,-,,"532, 534 ถนนจันทน์ แขวงทุ่งวัดดอน  เขตสาทร  จ.กรุงเทพมหานคร    10120 ",กรุงเทพมหานคร,10120
999,บจก. ซีอาร์ซี ไทวัสดุ (สาขาบางนา),-,-,-,-,,54 หมู่ที่ 13 ตำบลบางแก้ว  อ.บางพลี  จ.สมุทรปราการ    10540 ,สมุทรปราการ,10540
1000,ร้าน ก. สหะกิจ,044-842-938,044-842-938,-,-,,54 หมู่ที่ 21 ตำบลบ้านเพชร  อ.บำเหน็จณรงค์  จ.ชัยภูมิ    36160 ,ชัยภูมิ,36160
1001,หจก. เกียรติพัฒนรุ่ง,055-585-315,055-585-518,-,-,,54/1 หมู่ที่ 1 ตำบลแม่จะเรา  อ.แม่ระมาด  จ.ตาก    63140 ,ตาก,63140
1002,บริษัท ไฮ-เทค รับเบอร์โปรดักส์ จำกัด,035-200956-8,035-254334,-,-,,54/3 หมู่ที่ 5 ตำบลบ้านชุ้ง  อ.นครหลวง  จ.พระนครศรีอยุธยา    13260 ,พระนครศรีอยุธยา,13260
1003,นางสาว อรวรรณ  ชยางคกุล,( 035 ) 661-136,-,-,-,,544 / ข  หมู่ที่ 2 ตำบลป่าโมก   อ.ป่าโมก  จ.อ่างทอง    14130 ,อ่างทอง,14130
1004,หจก. โอเชี่ยน ยะลา (2003),073-212264/21...,073-215670,-,-,,54-56 ถนนรัฐกิจ ตำบลสะเตง  อ.เมืองยะลา  จ.ยะลา    95000 ,ยะลา,95000
1005,บริษัท สินธร เมตัล เวอร์ค จำกัด,02-9595405/02...,02-9595405,-,-,,546 หมู่ที่ 3 ถนนรังสิต-ปทุมธานี ตำบลบางพูน  อ.เมืองปทุมธานี  จ.ปทุมธานี    12000 ,ปทุมธานี,12000
1006,บริษัท คอนสตรัคชั่น ไลนส์ จำกัด,02-5218144,02-5218190,-,-,,55 ซอยรามอินทรา 23 แขวงอนุสาวรีย์ เขตบางเขน  จ.กรุงเทพมหานคร    10220 ,กรุงเทพมหานคร,10220
1007,บจก. ซีอาร์ซี ไทวัสดุ (สาขาบุรีรัมย์),-,-,-,-,,55 หมู่ที่ 1 ตำบลบ้านบัว  อ.เมืองบุรีรัมย์  จ.บุรีรัมย์    31000 ,บุรีรัมย์,31000
1008,บริษัท วัฒโนชาการก่อสร้าง จำกัด,29527727,29527757,-,-,,55/186 หมู่ที่ 6 ถนนงามวงค์วาน แขวงทุ่งสองห้อง เขตหลักสี่  จ.กรุงเทพมหานคร    10210 ,กรุงเทพมหานคร,10210
1009,บริษัท พีลิมเอ็นจิเนียงริ่ง จำกัด,-,-,-,-,,55/7 หมู่ที่ 10 ซอยสุขุมวิท107 ถนนสุขุมวิท ตำบลสำโรงเหนือ อ.เมืองสมุทรปราการ  จ.สมุทรปราการ    10270 ,สมุทรปราการ,10270
1010,นายเห้ง  ตันโชติกุล,074-699079,-,-,-,,554/1 หมู่ที่ 1 ถนนปากพะยูน - หารเทา ตำบลปากพะยูน  อ.ปากพะยูน  จ.พัทลุง    93120 ,พัทลุง,93120
